var1,var2,var3,var4,var5,prob_label
E,C,D,E,A,0.09
A,C,A,C,A,1
A,B,D,D,E,0.3
D,B,A,B,C,1
D,A,E,C,C,0.3
C,C,D,D,A,1
E,E,B,E,E,0.0081
B,A,B,D,D,1
E,A,C,C,E,0.09
B,B,E,A,A,0.3
A,E,A,D,A,0.3
C,A,B,E,D,0.3
D,D,E,B,E,0.09
A,D,E,E,D,0.09
E,C,C,A,A,0.3
D,C,A,B,D,1
A,A,D,D,D,1
E,A,D,A,B,0.3
B,B,B,C,C,1
C,D,D,D,C,1
C,D,A,C,D,1
E,B,D,B,C,0.3
B,C,D,B,E,0.3
A,E,E,C,D,0.09
B,B,D,A,D,1
B,C,A,D,D,1
C,A,C,B,A,1
B,E,C,A,E,0.09
C,C,C,B,C,1
B,E,D,A,D,0.3
C,E,A,A,C,0.3
C,D,E,B,D,0.3
A,E,B,B,D,0.3
D,B,C,E,B,0.3
D,B,A,B,A,1
B,A,E,D,E,0.09
B,B,C,D,A,1
B,A,D,D,C,1
A,E,C,C,C,0.3
A,A,E,C,D,0.3
D,D,D,A,D,1
A,C,B,C,D,1
A,A,E,C,C,0.3
D,A,B,E,C,0.3
C,A,D,B,B,1
B,A,B,D,E,0.3
C,E,D,B,C,0.3
A,E,B,A,D,0.3
C,D,E,B,B,0.3
C,C,B,C,E,0.3
D,E,B,C,A,0.3
D,C,D,D,D,1
B,A,D,C,E,0.3
B,D,A,A,D,1
E,B,C,C,B,0.3
A,D,C,C,A,1
A,A,B,E,E,0.09
D,E,A,A,C,0.3
A,C,D,E,B,0.3
D,C,A,A,B,1
B,E,C,D,D,0.3
A,E,B,C,C,0.3
E,E,B,A,C,0.09
D,D,C,A,E,0.3
A,D,E,C,B,0.3
E,B,A,A,A,0.3
C,C,B,D,A,1
A,C,D,C,B,1
B,C,B,E,D,0.3
A,D,B,C,D,1
B,C,E,A,C,0.3
B,A,B,A,D,1
C,A,B,C,C,1
D,D,C,A,A,1
D,E,D,B,D,0.3
E,A,E,E,C,0.027
D,B,E,A,C,0.3
C,C,C,C,A,1
B,A,B,B,B,1
E,A,E,A,B,0.09
D,A,E,D,A,0.3
B,B,B,C,D,1
B,C,D,C,B,1
B,D,E,A,A,0.3
E,B,B,C,A,0.3
E,B,B,B,B,0.3
B,E,A,A,D,0.3
E,A,A,D,C,0.3
C,C,B,C,D,1
A,A,C,A,C,1
A,C,C,D,B,1
A,A,A,B,A,1
E,C,E,C,C,0.09
C,A,A,D,C,1
D,B,A,D,E,0.3
C,D,B,A,D,1
E,C,B,D,A,0.3
E,D,D,B,D,0.3
C,D,A,C,E,0.3
B,A,C,A,A,1
D,B,D,A,C,1
A,B,A,B,C,1
D,C,E,C,C,0.3
C,A,B,A,B,1
D,A,E,A,C,0.3
C,C,E,E,A,0.09
E,A,B,A,E,0.09
A,A,D,E,D,0.3
B,B,B,C,A,1
E,C,C,B,E,0.09
B,A,B,E,D,0.3
E,B,C,C,B,0.3
C,E,C,B,C,0.3
B,E,D,E,E,0.027
D,C,E,B,A,0.3
A,A,E,E,B,0.09
D,C,C,E,A,0.3
E,E,B,D,B,0.09
C,E,E,A,E,0.027
D,E,E,E,B,0.027
C,A,B,A,A,1
C,A,E,D,E,0.09
D,B,A,C,D,1
C,E,A,B,E,0.09
D,A,E,E,E,0.027
B,A,E,B,C,0.3
B,A,E,A,B,0.3
C,E,D,C,C,0.3
E,A,D,B,D,0.3
D,C,B,E,C,0.3
A,A,D,E,C,0.3
C,C,E,D,C,0.3
C,B,C,D,D,1
D,C,A,D,A,1
C,E,E,D,E,0.027
E,E,C,D,A,0.09
D,E,A,D,A,0.3
E,C,D,A,A,0.3
D,D,C,C,D,1
D,E,B,B,D,0.3
E,A,D,C,A,0.3
D,E,E,A,A,0.09
A,C,D,D,C,1
A,C,D,D,C,1
E,E,A,C,D,0.09
A,B,A,D,D,1
B,E,C,D,A,0.3
B,B,E,D,C,0.3
E,B,C,E,E,0.027
A,B,C,D,A,1
B,A,E,E,E,0.027
B,D,D,A,B,1
A,D,A,C,B,1
B,C,E,B,A,0.3
A,D,C,B,A,1
C,C,C,D,E,0.3
E,E,C,E,B,0.027
E,D,B,E,B,0.09
E,D,A,B,A,0.3
E,D,D,B,E,0.09
D,E,E,E,E,0.0081
C,D,A,E,A,0.3
B,D,C,E,A,0.3
D,D,B,B,C,1
D,A,D,A,A,1
D,D,C,A,C,1
B,A,E,B,A,0.3
A,A,D,E,C,0.3
E,C,A,B,D,0.3
B,A,D,A,D,1
A,D,B,B,E,0.3
E,B,D,C,E,0.09
C,C,D,D,B,1
A,E,C,D,A,0.3
A,E,A,C,A,0.3
E,A,E,B,B,0.09
C,E,B,A,E,0.09
E,A,D,B,C,0.3
C,D,A,D,E,0.3
A,C,C,A,D,1
C,C,E,B,E,0.09
E,C,C,D,C,0.3
C,E,A,D,C,0.3
C,D,E,B,A,0.3
B,C,D,A,D,1
B,E,E,D,C,0.09
C,C,B,B,E,0.3
E,E,D,D,D,0.09
D,A,C,C,B,1
D,D,D,B,C,1
C,B,C,D,D,1
E,E,C,A,D,0.09
E,D,D,A,A,0.3
D,E,C,D,A,0.3
A,C,D,E,E,0.09
C,A,E,D,C,0.3
A,A,B,A,D,1
B,A,D,C,A,1
D,D,B,D,D,1
A,E,A,D,E,0.09
E,B,B,A,E,0.09
B,C,C,D,B,1
D,B,A,A,D,1
B,D,D,D,D,1
B,E,A,B,E,0.09
B,C,E,E,D,0.09
B,C,B,C,D,1
A,C,C,E,D,0.3
E,B,B,A,E,0.09
C,B,A,E,B,0.3
A,D,B,D,D,1
A,A,E,A,D,0.3
E,B,D,B,B,0.3
E,A,B,A,A,0.3
A,B,B,A,B,1
E,E,B,A,B,0.09
C,E,B,C,D,0.3
B,B,B,C,C,1
A,C,A,C,A,1
C,A,C,B,D,1
B,A,B,B,D,1
E,D,C,A,A,0.3
C,D,D,A,D,1
A,D,D,B,A,1
D,B,A,C,D,1
A,A,E,C,A,0.3
E,E,C,B,D,0.09
C,D,E,A,A,0.3
E,D,B,C,A,0.3
B,C,A,B,B,1
B,D,B,D,A,1
B,B,A,D,A,1
A,B,C,E,E,0.09
B,A,E,E,D,0.09
A,D,D,E,C,0.3
C,C,E,E,B,0.09
D,B,D,B,C,1
C,E,A,B,D,0.3
D,C,E,D,C,0.3
E,D,E,C,E,0.027
C,B,B,D,D,1
C,B,D,C,B,1
D,E,E,E,D,0.027
C,D,D,B,C,1
A,C,B,E,D,0.3
C,A,C,D,B,1
E,D,E,C,C,0.09
C,E,A,C,A,0.3
C,E,C,E,B,0.09
B,E,D,C,A,0.3
C,E,B,B,E,0.09
B,B,C,D,B,1
D,E,C,D,D,0.3
D,C,E,B,D,0.3
B,D,C,B,E,0.3
B,E,C,B,C,0.3
A,C,D,C,D,1
C,C,B,E,A,0.3
D,E,D,E,C,0.09
A,D,A,E,E,0.09
A,A,C,D,A,1
B,C,E,A,C,0.3
C,E,E,A,E,0.027
A,A,E,D,B,0.3
C,E,E,B,B,0.09
B,C,E,D,D,0.3
B,A,B,B,C,1
A,E,D,C,C,0.3
D,A,D,C,A,1
A,C,E,A,B,0.3
A,B,B,A,E,0.3
B,E,E,B,B,0.09
A,E,A,B,B,0.3
A,A,B,C,C,1
A,E,E,C,A,0.09
C,B,B,E,C,0.3
C,D,C,A,D,1
A,C,D,E,E,0.09
B,A,E,C,A,0.3
C,B,D,C,D,1
C,C,D,A,E,0.3
C,D,B,B,B,1
E,B,E,E,D,0.027
B,A,B,B,A,1
A,D,E,E,B,0.09
C,C,C,D,E,0.3
B,B,B,A,D,1
D,C,E,D,E,0.09
C,E,A,D,B,0.3
E,A,B,C,D,0.3
B,B,E,E,D,0.09
A,E,B,C,B,0.3
D,B,B,A,B,1
D,C,A,E,D,0.3
A,C,D,E,D,0.3
C,B,C,D,B,1
D,C,D,C,B,1
D,C,A,E,D,0.3
E,C,E,C,B,0.09
A,E,A,C,E,0.09
C,D,E,E,C,0.09
C,E,B,D,C,0.3
C,B,A,D,C,1
C,D,E,C,C,0.3
C,E,D,B,B,0.3
E,C,B,A,D,0.3
D,C,E,C,C,0.3
A,E,B,D,D,0.3
D,A,E,D,C,0.3
C,B,D,B,D,1
D,B,C,E,D,0.3
D,B,E,C,E,0.09
C,C,D,C,C,1
A,A,B,A,E,0.3
B,D,B,B,E,0.3
A,A,A,C,E,0.3
D,A,D,D,D,1
E,C,C,D,D,0.3
A,D,D,D,D,1
E,E,D,B,B,0.09
B,C,A,B,B,1
C,D,E,C,A,0.3
C,B,D,E,B,0.3
A,B,E,C,A,0.3
E,C,E,A,D,0.09
A,B,B,D,C,1
D,A,D,E,D,0.3
C,A,A,D,E,0.3
B,A,A,B,A,1
A,D,D,C,C,1
D,C,D,B,C,1
D,B,D,C,C,1
A,D,C,B,B,1
E,D,A,C,C,0.3
C,B,D,B,D,1
B,A,C,A,A,1
A,D,D,A,B,1
C,B,C,A,D,1
E,E,A,E,D,0.027
A,B,D,E,E,0.09
C,B,C,C,A,1
B,B,B,E,C,0.3
B,C,B,D,C,1
D,A,C,D,C,1
B,E,D,D,B,0.3
B,B,D,C,E,0.3
D,A,C,C,B,1
A,B,C,D,A,1
E,A,E,E,A,0.027
B,E,A,B,A,0.3
A,C,A,E,C,0.3
E,A,E,D,A,0.09
E,B,A,E,E,0.027
E,B,E,B,A,0.09
D,E,A,D,D,0.3
D,C,A,C,E,0.3
D,D,E,A,B,0.3
D,A,B,B,E,0.3
B,A,C,B,C,1
E,E,C,A,B,0.09
A,E,C,C,D,0.3
C,C,A,B,E,0.3
C,E,A,D,D,0.3
A,E,B,E,B,0.09
B,A,E,D,D,0.3
C,B,A,B,A,1
D,E,C,D,D,0.3
B,B,A,A,B,1
B,E,B,B,E,0.09
E,C,D,E,E,0.027
D,A,B,B,E,0.3
D,A,A,A,E,0.3
B,B,A,E,A,0.3
A,B,C,B,E,0.3
D,A,D,D,E,0.3
D,A,B,E,E,0.09
C,D,A,C,E,0.3
A,B,A,D,D,1
D,B,C,E,D,0.3
E,C,E,C,E,0.027
C,A,E,E,C,0.09
E,C,C,D,D,0.3
B,D,D,B,E,0.3
B,D,C,E,E,0.09
C,D,E,C,A,0.3
C,D,C,B,A,1
A,C,D,A,A,1
C,A,A,D,E,0.3
D,C,A,A,E,0.3
A,A,E,A,D,0.3
D,A,B,D,A,1
D,A,C,D,D,1
A,D,B,C,B,1
B,B,E,D,E,0.09
C,E,B,A,D,0.3
B,E,E,A,B,0.09
C,B,D,E,E,0.09
A,C,D,B,A,1
E,D,B,D,D,0.3
B,D,C,C,B,1
C,B,A,E,A,0.3
A,C,B,A,D,1
D,B,D,E,C,0.3
D,A,B,A,D,1
E,A,E,C,A,0.09
E,B,D,D,A,0.3
C,C,E,E,E,0.027
D,B,C,B,E,0.3
B,E,E,D,D,0.09
B,B,A,E,B,0.3
D,A,D,E,B,0.3
A,B,D,C,E,0.3
E,E,B,D,A,0.09
D,C,D,C,B,1
E,E,B,D,C,0.09
B,B,C,E,C,0.3
B,E,A,A,D,0.3
C,D,E,B,A,0.3
A,A,A,B,D,1
E,A,B,B,C,0.3
A,A,C,B,A,1
D,A,A,C,B,1
D,B,B,E,A,0.3
D,A,E,D,C,0.3
E,B,E,B,E,0.027
A,B,C,E,D,0.3
E,D,A,A,B,0.3
D,E,C,A,E,0.09
C,D,B,E,D,0.3
E,C,D,A,B,0.3
B,B,A,A,D,1
B,C,D,A,A,1
B,E,D,E,C,0.09
C,A,D,A,C,1
E,A,E,B,D,0.09
D,C,C,C,D,1
D,D,B,B,D,1
D,A,D,B,B,1
A,A,A,E,A,0.3
C,C,E,B,A,0.3
B,A,E,B,E,0.09
B,E,E,A,D,0.09
B,A,D,E,A,0.3
B,D,D,D,A,1
C,A,D,A,D,1
B,E,A,C,E,0.09
E,C,E,B,B,0.09
D,C,C,D,B,1
B,E,B,A,B,0.3
D,A,D,E,A,0.3
C,B,B,D,A,1
A,C,D,D,E,0.3
C,D,E,B,E,0.09
E,E,E,E,E,0.00243
B,E,E,D,E,0.027
C,E,A,C,B,0.3
E,B,A,D,B,0.3
A,A,D,E,D,0.3
D,E,A,E,D,0.09
D,B,B,B,A,1
B,C,C,A,B,1
C,A,B,E,C,0.3
C,E,C,C,B,0.3
A,D,E,E,B,0.09
E,E,E,B,C,0.027
A,B,E,A,E,0.09
E,C,D,A,C,0.3
D,C,E,E,B,0.09
B,B,D,D,E,0.3
C,A,B,C,B,1
A,A,E,E,D,0.09
C,B,D,C,B,1
C,A,B,B,A,1
B,D,D,A,C,1
D,D,C,D,E,0.3
B,E,C,D,A,0.3
B,C,B,E,C,0.3
B,D,B,B,D,1
D,D,E,D,E,0.09
E,C,D,A,D,0.3
B,D,D,C,D,1
E,C,B,A,A,0.3
B,E,A,A,C,0.3
B,E,B,C,E,0.09
B,B,E,D,E,0.09
E,C,D,A,D,0.3
A,A,B,D,E,0.3
B,C,C,A,B,1
C,D,D,B,A,1
D,D,B,A,D,1
E,E,D,C,D,0.09
D,E,A,B,E,0.09
B,C,E,C,A,0.3
E,A,A,D,B,0.3
B,A,A,E,D,0.3
E,A,A,E,D,0.09
C,B,D,E,D,0.3
E,C,A,C,B,0.3
A,B,C,E,D,0.3
A,A,B,D,E,0.3
D,D,A,D,A,1
A,B,E,B,B,0.3
A,B,E,E,A,0.09
C,E,A,E,C,0.09
B,C,C,C,C,1
B,A,D,A,B,1
A,C,D,E,C,0.3
E,A,B,E,A,0.09
E,A,B,B,D,0.3
C,B,A,B,C,1
B,C,E,A,C,0.3
A,A,A,A,E,0.3
D,B,C,A,A,1
C,E,D,E,A,0.09
B,D,D,C,A,1
E,E,A,C,B,0.09
C,C,C,A,E,0.3
B,D,C,D,C,1
C,C,C,A,B,1
C,E,B,D,A,0.3
B,B,D,A,E,0.3
B,C,A,A,C,1
E,B,B,B,B,0.3
B,D,B,C,D,1
E,B,A,A,B,0.3
A,C,B,E,D,0.3
B,E,A,A,A,0.3
B,E,D,D,E,0.09
D,E,B,E,E,0.027
C,E,D,A,A,0.3
C,B,D,A,E,0.3
E,C,C,E,A,0.09
B,D,A,E,D,0.3
E,A,D,E,B,0.09
B,E,A,D,A,0.3
E,D,D,B,E,0.09
D,C,A,D,E,0.3
D,E,C,D,D,0.3
E,D,D,B,B,0.3
A,D,C,D,D,1
C,D,E,D,B,0.3
E,B,E,A,A,0.09
B,D,D,E,E,0.09
C,D,B,C,A,1
B,D,B,C,D,1
D,A,B,D,D,1
B,E,A,B,B,0.3
A,E,B,D,E,0.09
E,C,E,D,A,0.09
D,B,D,B,E,0.3
D,C,C,D,A,1
D,D,B,E,D,0.3
A,C,B,B,E,0.3
E,B,E,E,A,0.027
E,C,E,D,D,0.09
D,B,D,A,A,1
E,C,C,E,B,0.09
E,A,A,B,B,0.3
D,A,E,A,C,0.3
C,E,D,D,C,0.3
C,D,A,B,A,1
B,B,C,B,B,1
A,C,D,A,E,0.3
A,C,D,D,B,1
A,C,B,C,B,1
C,C,D,A,B,1
E,E,A,E,A,0.027
C,D,B,C,B,1
B,C,D,A,D,1
B,A,E,E,D,0.09
B,E,B,A,D,0.3
E,E,C,C,C,0.09
B,C,B,C,B,1
A,D,B,D,D,1
A,B,A,C,E,0.3
E,A,B,D,A,0.3
D,B,B,A,C,1
E,A,A,E,C,0.09
A,E,B,A,B,0.3
E,B,D,B,D,0.3
E,B,D,D,B,0.3
A,B,C,C,E,0.3
D,E,B,A,E,0.09
D,C,A,C,E,0.3
E,D,D,D,D,0.3
E,D,E,B,D,0.09
C,C,C,B,C,1
E,B,E,A,E,0.027
C,C,B,E,B,0.3
E,C,B,E,E,0.027
C,E,D,D,B,0.3
C,D,D,D,C,1
D,D,B,C,D,1
E,B,B,B,C,0.3
E,C,A,C,B,0.3
B,D,C,B,E,0.3
C,C,B,C,E,0.3
C,D,C,E,E,0.09
D,A,C,E,B,0.3
E,E,D,D,D,0.09
A,B,E,A,B,0.3
C,C,C,E,C,0.3
A,C,A,A,B,1
A,B,D,B,A,1
A,B,E,A,C,0.3
D,B,A,A,A,1
D,B,D,C,B,1
D,C,B,A,B,1
E,E,A,D,D,0.09
B,D,E,A,D,0.3
E,E,D,D,E,0.027
D,D,B,D,B,1
C,E,C,B,C,0.3
D,D,A,B,C,1
C,B,B,B,E,0.3
E,A,C,D,A,0.3
D,B,E,B,D,0.3
B,A,B,A,C,1
E,B,A,A,A,0.3
A,B,A,E,B,0.3
A,A,C,B,E,0.3
A,D,D,A,D,1
C,B,D,D,C,1
B,E,E,D,E,0.027
A,C,B,B,E,0.3
B,D,A,B,A,1
A,E,A,E,E,0.027
D,C,D,E,D,0.3
D,D,C,B,E,0.3
C,D,B,D,B,1
D,B,D,E,E,0.09
E,B,D,D,E,0.09
D,B,E,B,A,0.3
E,C,C,E,B,0.09
D,C,A,A,B,1
B,D,E,B,D,0.3
A,C,A,D,C,1
D,D,E,B,D,0.3
D,E,D,E,D,0.09
E,C,B,B,D,0.3
E,A,C,B,D,0.3
B,B,B,C,E,0.3
C,C,B,E,D,0.3
D,D,A,D,D,1
C,C,E,B,B,0.3
E,D,C,B,B,0.3
B,D,E,C,C,0.3
C,B,D,C,C,1
D,B,C,D,A,1
D,A,C,C,C,1
E,C,D,A,D,0.3
B,D,D,A,A,1
C,B,D,C,B,1
B,E,B,C,A,0.3
B,D,B,E,C,0.3
E,C,D,C,E,0.09
C,D,A,B,E,0.3
C,A,A,D,E,0.3
E,A,D,C,D,0.3
A,C,A,D,B,1
D,A,D,B,D,1
D,B,B,C,C,1
E,B,A,C,A,0.3
A,C,E,C,B,0.3
C,D,B,A,E,0.3
D,B,E,A,D,0.3
A,E,C,D,E,0.09
B,E,B,C,A,0.3
C,E,A,A,D,0.3
D,B,E,C,C,0.3
C,D,B,C,B,1
E,B,C,C,B,0.3
E,A,D,D,B,0.3
C,A,E,C,D,0.3
A,A,C,D,B,1
E,E,A,D,E,0.027
B,C,C,B,D,1
A,C,B,D,C,1
B,C,E,A,C,0.3
B,D,B,C,C,1
A,C,A,E,D,0.3
C,E,E,E,A,0.027
C,A,C,E,D,0.3
E,A,C,B,D,0.3
C,D,A,C,D,1
C,E,D,E,C,0.09
E,C,E,D,D,0.09
B,A,A,E,E,0.09
B,D,A,B,C,1
D,E,E,D,A,0.09
C,B,B,E,B,0.3
D,D,D,D,A,1
E,C,D,C,D,0.3
B,E,D,B,E,0.09
A,B,C,B,E,0.3
B,D,A,B,B,1
B,D,E,D,E,0.09
D,A,B,E,D,0.3
D,E,B,C,C,0.3
C,A,D,D,E,0.3
E,C,C,A,C,0.3
E,A,C,E,E,0.027
C,E,B,E,C,0.09
C,A,C,C,B,1
E,C,B,D,E,0.09
B,D,E,C,E,0.09
C,D,B,E,E,0.09
D,C,A,D,A,1
D,C,E,C,E,0.09
A,E,D,D,E,0.09
D,C,E,A,D,0.3
D,C,D,E,C,0.3
C,A,B,C,A,1
A,D,B,A,A,1
A,D,A,C,B,1
D,C,E,B,D,0.3
E,E,A,C,A,0.09
C,B,C,E,C,0.3
C,A,B,E,B,0.3
B,D,D,E,E,0.09
A,E,C,A,A,0.3
C,B,D,E,E,0.09
C,E,E,B,C,0.09
D,C,A,A,B,1
C,C,A,E,A,0.3
C,C,A,C,E,0.3
A,C,E,B,C,0.3
C,B,D,A,C,1
A,E,D,E,A,0.09
A,B,B,A,A,1
A,C,E,C,A,0.3
D,D,C,D,D,1
E,B,E,A,B,0.09
B,C,B,A,C,1
C,D,E,C,E,0.09
A,C,B,D,A,1
C,D,E,A,D,0.3
C,D,D,E,A,0.3
E,B,C,D,D,0.3
E,E,E,A,B,0.027
B,C,B,C,E,0.3
A,E,E,B,C,0.09
B,A,D,C,B,1
D,E,E,D,B,0.09
B,A,D,B,B,1
E,C,B,C,C,0.3
E,D,E,C,A,0.09
A,A,A,E,D,0.3
C,B,B,A,B,1
A,B,B,D,A,1
D,B,B,A,A,1
C,D,B,C,B,1
C,E,B,A,B,0.3
E,C,E,A,D,0.09
C,D,C,D,D,1
C,A,D,A,D,1
A,C,C,B,E,0.3
B,A,B,C,C,1
B,A,E,D,D,0.3
B,E,B,A,A,0.3
B,D,D,B,B,1
C,E,C,E,D,0.09
D,C,D,B,C,1
E,D,A,E,B,0.09
E,A,B,A,D,0.3
B,A,E,B,A,0.3
D,B,D,D,E,0.3
D,D,B,E,E,0.09
D,A,A,A,C,1
B,A,C,E,A,0.3
D,D,B,D,A,1
A,C,A,B,B,1
A,A,D,A,D,1
A,D,B,E,B,0.3
D,E,A,B,E,0.09
C,E,B,D,A,0.3
E,D,B,D,D,0.3
A,A,B,D,E,0.3
C,E,C,D,A,0.3
A,D,E,B,E,0.09
C,B,E,E,C,0.09
A,A,C,A,A,1
E,C,B,C,B,0.3
B,D,B,B,C,1
B,A,A,D,B,1
A,E,D,E,D,0.09
D,C,A,A,A,1
A,A,A,C,D,1
E,B,D,D,A,0.3
B,B,A,C,D,1
A,A,B,B,E,0.3
E,C,E,D,A,0.09
E,E,C,C,A,0.09
D,B,C,C,B,1
E,B,B,E,D,0.09
E,B,B,B,D,0.3
E,C,D,E,E,0.027
B,A,E,A,B,0.3
C,E,B,D,B,0.3
E,C,A,A,B,0.3
C,A,E,C,B,0.3
B,A,A,C,B,1
C,A,A,B,C,1
A,D,D,D,D,1
A,B,D,D,E,0.3
B,D,B,D,A,1
C,B,E,C,E,0.09
D,C,E,D,B,0.3
C,E,A,B,A,0.3
D,E,E,C,E,0.027
B,E,E,B,C,0.09
B,B,E,B,E,0.09
C,E,B,E,D,0.09
D,D,B,D,B,1
E,E,C,B,D,0.09
C,B,C,E,D,0.3
B,B,C,C,D,1
D,C,D,E,C,0.3
B,C,B,E,C,0.3
B,D,E,B,C,0.3
B,B,E,D,B,0.3
A,E,D,E,C,0.09
B,E,A,B,D,0.3
B,B,A,B,C,1
C,E,D,A,C,0.3
B,C,A,C,E,0.3
C,D,C,A,B,1
E,B,A,B,A,0.3
E,A,B,C,B,0.3
B,E,D,D,E,0.09
A,C,C,B,E,0.3
D,B,B,A,C,1
A,B,C,D,B,1
C,B,A,D,D,1
C,E,B,B,A,0.3
E,B,E,D,D,0.09
C,C,A,A,D,1
C,B,B,B,E,0.3
E,D,D,A,E,0.09
C,E,A,C,C,0.3
B,E,A,B,E,0.09
C,A,E,E,D,0.09
E,E,B,A,E,0.027
B,D,B,E,E,0.09
E,D,A,C,C,0.3
A,B,D,D,D,1
C,C,E,E,C,0.09
D,A,C,E,E,0.09
C,C,C,A,A,1
A,E,B,A,B,0.3
C,B,C,D,D,1
B,C,A,B,C,1
D,E,C,B,C,0.3
A,E,C,C,B,0.3
C,B,A,A,C,1
C,C,C,D,A,1
C,E,B,D,A,0.3
E,E,B,E,A,0.027
C,C,A,E,D,0.3
C,E,C,E,C,0.09
E,C,E,C,B,0.09
E,D,E,C,E,0.027
C,B,B,B,E,0.3
B,C,C,D,E,0.3
E,B,D,C,A,0.3
A,D,A,B,D,1
B,C,D,E,B,0.3
E,A,E,C,B,0.09
A,A,C,C,B,1
B,E,B,C,B,0.3
A,D,B,B,A,1
A,D,D,C,D,1
A,D,C,B,D,1
B,D,E,E,E,0.027
C,D,E,D,D,0.3
E,E,E,E,C,0.0081
D,E,A,E,E,0.027
C,C,B,B,D,1
B,D,A,E,D,0.3
A,D,A,A,D,1
E,E,E,C,E,0.0081
C,D,B,B,B,1
C,A,C,D,A,1
B,B,C,A,E,0.3
B,E,C,B,B,0.3
A,E,C,D,D,0.3
A,D,E,E,C,0.09
D,B,E,B,A,0.3
E,B,C,B,E,0.09
D,A,B,D,C,1
C,D,D,C,A,1
C,D,C,E,A,0.3
C,B,D,D,C,1
B,E,D,D,D,0.3
A,D,C,E,C,0.3
D,D,D,E,E,0.09
A,C,C,A,C,1
E,D,E,E,A,0.027
C,A,A,B,A,1
E,B,B,E,D,0.09
B,B,C,A,E,0.3
E,B,A,A,E,0.09
C,C,B,A,B,1
D,E,B,C,C,0.3
A,B,D,E,A,0.3
B,E,B,E,B,0.09
A,D,D,A,B,1
E,E,B,A,C,0.09
C,C,D,A,C,1
A,A,C,E,D,0.3
D,A,D,A,C,1
B,A,A,E,A,0.3
D,B,A,B,E,0.3
E,C,B,B,E,0.09
D,C,C,C,A,1
E,B,D,C,E,0.09
A,A,C,A,E,0.3
E,D,E,A,D,0.09
D,B,A,C,B,1
B,E,D,E,C,0.09
B,A,A,E,A,0.3
C,B,E,C,B,0.3
B,A,A,D,E,0.3
D,A,E,D,A,0.3
A,B,E,E,B,0.09
D,A,A,C,D,1
C,A,B,C,B,1
C,E,D,A,B,0.3
C,A,C,E,B,0.3
D,A,E,E,C,0.09
C,C,E,B,E,0.09
D,A,C,E,D,0.3
B,E,A,B,D,0.3
A,D,B,C,B,1
B,E,C,D,D,0.3
A,C,C,D,C,1
C,A,B,C,C,1
B,B,C,D,E,0.3
B,E,A,C,E,0.09
C,A,C,D,B,1
D,A,A,C,D,1
D,C,C,D,A,1
A,D,D,C,D,1
A,A,A,D,A,1
E,A,B,C,D,0.3
E,C,C,D,B,0.3
D,C,D,B,B,1
C,E,C,A,D,0.3
E,D,C,D,C,0.3
E,C,A,D,D,0.3
C,D,C,E,E,0.09
A,A,C,B,B,1
D,B,E,E,D,0.09
B,C,B,E,D,0.3
E,B,D,A,C,0.3
D,A,D,B,C,1
E,E,E,A,E,0.0081
E,B,B,B,B,0.3
C,D,A,B,B,1
A,B,E,D,C,0.3
E,B,D,E,D,0.09
C,E,C,C,C,0.3
A,D,A,A,B,1
E,C,B,A,C,0.3
A,D,D,E,D,0.3
A,E,B,E,D,0.09
A,E,A,E,A,0.09
B,B,E,A,C,0.3
C,B,A,B,A,1
C,C,B,B,B,1
A,D,D,D,B,1
B,E,A,A,B,0.3
C,A,C,C,D,1
A,C,C,C,A,1
B,B,B,C,C,1
D,C,A,C,D,1
B,B,B,A,A,1
B,B,A,B,C,1
D,A,C,E,C,0.3
B,C,A,A,D,1
B,D,A,A,A,1
E,E,D,B,D,0.09
B,A,B,B,C,1
E,B,C,A,A,0.3
A,A,E,D,D,0.3
A,E,A,D,A,0.3
B,E,D,B,B,0.3
A,B,A,E,D,0.3
D,B,A,D,C,1
C,B,A,B,D,1
C,A,D,A,C,1
B,B,C,A,D,1
B,C,E,C,D,0.3
A,B,B,A,B,1
B,C,A,E,D,0.3
E,D,D,C,A,0.3
D,C,B,B,A,1
D,D,C,B,A,1
A,B,D,B,E,0.3
C,B,A,A,D,1
B,D,C,C,B,1
B,A,D,A,B,1
A,B,D,A,D,1
E,C,E,E,C,0.027
A,C,D,E,E,0.09
A,D,C,D,E,0.3
D,E,B,C,E,0.09
E,A,D,A,D,0.3
D,A,E,D,C,0.3
E,A,A,A,A,0.3
A,D,C,E,B,0.3
D,D,D,A,B,1
E,C,E,A,B,0.09
E,C,E,B,A,0.09
A,D,C,A,E,0.3
A,D,E,D,E,0.09
E,A,D,A,D,0.3
C,C,D,D,D,1
C,D,B,C,B,1
C,E,A,D,A,0.3
D,B,C,A,D,1
D,E,A,A,A,0.3
A,B,A,E,C,0.3
A,E,E,B,B,0.09
B,C,B,C,A,1
D,A,A,A,B,1
E,A,B,E,E,0.027
E,B,C,D,A,0.3
D,E,B,E,A,0.09
B,A,A,B,D,1
E,A,B,A,E,0.09
B,A,C,E,E,0.09
E,A,D,C,D,0.3
D,B,B,A,A,1
C,C,E,C,A,0.3
D,B,E,C,A,0.3
A,E,D,C,A,0.3
B,B,D,C,D,1
A,A,B,E,C,0.3
E,C,E,A,B,0.09
C,D,A,E,C,0.3
B,A,B,C,E,0.3
D,C,B,C,B,1
E,B,C,B,B,0.3
B,D,A,C,C,1
A,E,C,B,C,0.3
D,A,A,D,B,1
